id,area,page,feature,story,expected,evidence,test_via,status,error_found,fix_ref,notes
SHARE-002,Share,/s/cost/[shortId],Public read-only should-cost share,"As a supplier or teammate, I want to view a shared should-cost decision without auth so that I see the recommendation with its honesty caveats intact.","Fetches public /s/cost/{shortId}; renders 'Make by <process>' with DFM-ready/needs-redesign badge, a crossover sentence derived from decision.crossover_qty (or 'stays cheapest at every quantity tested', or 'costed but returned no make-vs-buy decision'), the travelling CostHonestyNote, verbatim confidence band (low–high, ±%, validated n or basis), geometry cards, a recommendation-by-quantity table with 'not DFM-ready' badges and 'cheaper if redesigned' alternates, and provenance-tagged assumption chips. Missing/revoked → 'Cost decision not available'. Noindex; footer states 'assumption-based, not a validated quote'.",/home/user/cadverify/frontend/src/app/s/cost/[shortId]/page.tsx; /home/user/cadverify/frontend/src/lib/api.ts; /home/user/cadverify/frontend/src/lib/cost-decision.ts,UI+API,TESTED-PASS,,,"Cost share /s/cost/5WB6NT4UR5Fo viewed logged-out: ""Make by CNC 3-Axis"" + DFM-ready badge, crossover sentence (""Make below ~721 units... tool up with Die Casting above it""), confidence band ($68.76-$206.29/unit, ±50%, assumption-basis stated), geometry cards, recommendation-by-quantity table with cheaper-if-redesigned alternates, DEFAULT/USER provenance chips, noindex, ""not a validated quote"" footer. Bogus id -> ""Cost decision not available""."
SITE-001,Site,/,Cinematic scroll home,"As a visitor, I scroll the home page and see the five-act WebGL part story (hero, routed, glass box, assembly, $14.14 number, close) with captions fading in per section.","Fixed WebGL PartStage renders behind content; a right-edge 6-stop progress rail (PART...PROOF) highlights the active act and clicking a dot scrolls to that section; a floating 'See it on your part' pill appears mid-story and links to /company#pilot; 'The full platform ->' links to /platform and 'or read the method first ->' links to /method. Page has no own metadata export, so tab title falls back to the (site) layout default 'ProofShape — verification, made of glass'.",frontend/src/app/(site)/page.tsx; frontend/src/app/(site)/layout.tsx; frontend/src/components/site/part-stage.tsx,UI,TESTED-PASS,,,"Tab title falls back to layout default 'ProofShape — verification, made of glass'; WebGL canvas renders (1 canvas, no console errors); rail nav[aria-label='Story progress'] has 6 stops PART|ROUTED|OPENED|SEATED|THE NUMBER|PROOF; clicking stop 5 scrolled 0->5130px; 'See it on your part' pill href=/company#pilot (opacity 1 mid-story); 'The full platform ->' -> /platform; 'or read the method first ->' -> /method."
SITE-002,Site,/,Live crossover dial (interactive),"As a visitor, I drag the quantity slider on the 'PROOF' act and watch the make-vs-tool-up recommendation flip at the 1,962-unit crossover.","A range input (aria-label 'Quantity', log scale 1 to 10,000, default qty 500) updates the SVG curves, unit-cost readout, and highlighted curve; at qty <= 1962 the MJF 'make' branch is recommended, above it the injection-molding branch (qualified 'if redesigned'); an underline link below routes to /company#pilot.",frontend/src/app/(site)/_home/crossover-dial.tsx,UI,TESTED-PASS,,,"Range input aria-label='Quantity' default 500 units, 'Make by MJF (PP)'; dragged to 1,959 units -> MAKE, 1,995/10,000 units -> 'Tool up: injection molding' with 'if redesigned' qualifier — flips exactly at the documented 1,962 crossover; highlighted SVG curve stroke-widths swap (2.5<->1.5); readout and marker update; underline 'Request a pilot ->' -> /company#pilot."
SITE-003,Site,/,Closing email pill (no-op input),"As a visitor, I type my email in the close-act pill and click 'Request a pilot'.",The email input is decorative — it is not inside a form and its value is never submitted or carried anywhere; 'Request a pilot' is a plain Link that navigates to /company#pilot regardless of input contents.,"frontend/src/app/(site)/page.tsx (Act 5 close, ~lines 504-513)",UI,TESTED-PASS,,,Close-act email input (aria-label 'Work email') is not inside any form; typed an email and clicked 'Request a pilot' — plain Link navigation to /company#pilot; zero POST/XHR fired with the input value.
SITE-004,Site,all site pages,Shared top nav,"As a visitor on any marketing page, I use the top nav to reach every main section, log in, or request a pilot.","Wordmark 'ProofShape' links to /; nav links Method, Platform, Teams, Security, Developers, Company route to those paths with the current section highlighted (data-active, including /teams/* subtree); 'Log in' -> /login; 'Request a pilot' -> /company#pilot. A mobile <details> menu mirrors all links, closes on link click and Escape. Cinematic pages use a transparent fixed variant, document pages a sticky blurred bar.",frontend/src/components/site/site-shell.tsx,UI,TESTED-PASS,,,"Wordmark -> /; all six nav links route correctly (clicked Platform and Teams, URL verified); data-active=true on current section incl. /teams/* subtree (verified on /teams/sourcing); Log in -> /login; Request a pilot -> /company#pilot; document pages use .st-nav-document, home uses .st-nav-cinematic. Mobile (390px): details menu opens, mirrors all 8 links, Escape closes it, link click navigates (to /security) and closes the menu."
SITE-005,Site,all document pages,Shared footer,"As a visitor, I use the footer to cross-navigate and reach legal pages.","Footer shows tagline 'ProofShape — verification, made of glass', links Home + the six nav items + Log in, and a legal row with current year plus Privacy -> /privacy, Terms -> /terms, DPA -> /dpa, Status -> /status. Cinematic pages instead close with an inline tagline linking Method, Platform, Security, Developers.","frontend/src/components/site/site-shell.tsx (SiteFooter, SiteFooterTagline)",UI,TESTED-PASS,,,"Footer on document pages: tagline 'ProofShape — verification, made of glass', Home + six nav items + Log in, legal row '© 2026' with Privacy/Terms/DPA/Status hrefs all correct; clicked Privacy and routed. Home (cinematic) closes with inline tagline linking exactly /method,/platform,/security,/developers and has no full footer."
SITE-006,Site,/method,Method document page,"As a visitor, I read how the $14.14 number is built: five-stage walk, scroll-assembled driver sum, honesty rail, and the +/-40% objection section.",Document page in SiteShell; scrolling the record-assembly section reveals four drivers that reconcile to $14.14; closing CTAs 'Cost a part' -> /signup and 'Explore the platform' -> /platform. No page-level metadata export (title falls back to the layout default).,frontend/src/app/(site)/method/page.tsx,UI,TESTED-PASS,,,Title falls back to layout default; $14.14 driver content present through the record-assembly section; 'Cost a part' -> /signup and 'Explore the platform' -> /platform; SiteShell nav+footer present; no console errors.
SITE-007,Site,/platform,Platform document page,"As a visitor, I read the platform overview (one engine, three surfaces) and continue to signup or the method.",Static server-rendered page with metadata title 'Platform — ProofShape'; closing CTAs 'Cost a part' -> /signup and 'How the number is built' -> /method; nav/footer chrome via SiteShell.,frontend/src/app/(site)/platform/page.tsx,UI,TESTED-PASS,,,"Title 'Platform — ProofShape'; 'Cost a part' -> /signup, 'How the number is built' -> /method; SiteShell chrome present."
SITE-008,Site,/teams,Teams index (persona hub),"As a visitor, I browse the five persona journeys and open the one matching my role.","Metadata title 'Teams — ProofShape'; journey links route to /teams/in-house-manufacturing, /teams/cost-engineering, /teams/sourcing, /teams/design-engineering, /teams/shop-owners; closing CTAs 'Request a pilot' -> /company#pilot and 'Explore the platform' -> /platform.",frontend/src/app/(site)/teams/page.tsx,UI,TESTED-PASS,,,Title 'Teams — ProofShape'; all five persona journey links present with correct hrefs; 'Request a pilot' -> /company#pilot and 'Explore the platform' -> /platform.
SITE-009,Site,/teams/cost-engineering,Cost engineering journey,"As a cost engineer visitor, I scroll the cinematic journey and reach the pilot CTA.",Server wrapper exports metadata 'For Cost Engineering — ProofShape' and renders the client cinematic (WebGL + scroll acts); an inline link back to /teams in the hero; closing CTAs are plain <a> tags to /company#pilot (solid) and /teams (ghost).,frontend/src/app/(site)/teams/cost-engineering/page.tsx; frontend/src/app/(site)/teams/cost-engineering/cost-engineering-cinematic.tsx,UI,TESTED-PASS,,,Title 'For Cost Engineering — ProofShape'; hero link back to /teams; scrolled full journey (no console errors); closing CTAs to /company#pilot and /teams visible at end.
SITE-010,Site,/teams/design-engineering,Design engineering journey,"As a design engineer visitor, I scroll the five-act journey (flag, dial, fix, gate) and reach the pilot CTA.","Client page ('use client', no metadata export — title falls back to layout default); scroll-driven caption reveals with no form/slider inputs; hero links back to /teams; closing CTAs Link to /company#pilot and /teams.",frontend/src/app/(site)/teams/design-engineering/page.tsx,UI,TESTED-PASS,,,"Client page: title falls back to layout default 'ProofShape — verification, made of glass' as documented; hero links to /teams; scroll-driven reveals render; closing CTAs -> /company#pilot and /teams."
SITE-011,Site,/teams/in-house-manufacturing,In-house manufacturing journey,"As a manufacturing/MRO visitor, I read the persona page and reach the pilot CTA.",Server component with metadata 'ProofShape — For In-house manufacturing & MRO'; link back to /teams near the top; closing CTAs -> /company#pilot and /teams.,frontend/src/app/(site)/teams/in-house-manufacturing/page.tsx,UI,TESTED-PASS,,,Title 'ProofShape — For In-house manufacturing & MRO'; /teams link near top; closing CTAs -> /company#pilot and /teams.
SITE-012,Site,/teams/shop-owners,Shop owners journey,"As a shop owner visitor, I scroll the cinematic journey and reach the pilot CTA.",Server wrapper exports metadata 'For shop owners — ProofShape' and renders the client body; hero links back to /teams; closing CTAs -> /company#pilot and /teams.,frontend/src/app/(site)/teams/shop-owners/page.tsx; frontend/src/app/(site)/teams/shop-owners/shop-owners-client.tsx,UI,TESTED-PASS,,,Title 'For shop owners — ProofShape'; hero /teams link; closing CTAs -> /company#pilot and /teams; full-page scroll clean.
SITE-013,Site,/teams/sourcing,Sourcing journey,"As a sourcing/procurement visitor, I scroll the cinematic journey and reach the pilot CTA.",Server wrapper exports metadata 'For Sourcing — ProofShape'; client SourcingView renders WebGL stage and scroll reveals; hero links back to /teams; closing CTAs -> /company#pilot (PILOT_HREF) and /teams.,frontend/src/app/(site)/teams/sourcing/page.tsx; frontend/src/app/(site)/teams/sourcing/sourcing-view.tsx,UI,TESTED-PASS,,,Title 'For Sourcing — ProofShape'; WebGL stage + scroll reveals render without console errors; hero /teams link; closing CTAs -> /company#pilot and /teams.
SITE-014,Site,/developers,Developers document page,"As a developer visitor, I read the API pitch with the fixture JSON record reveal and continue to signup or docs.",Static server page with metadata 'Developers — ProofShape'; the JSON 'record arriving' reveal is pure CSS (no client JS); closing CTAs 'Get an API key' -> /signup and 'Full API reference' -> /docs.,frontend/src/app/(site)/developers/page.tsx; frontend/src/app/(site)/developers/developers.module.css,UI,TESTED-PASS,,,"Title 'Developers — ProofShape'; 'Get an API key' -> /signup, 'Full API reference' -> /docs; page renders with no console errors (record reveal is CSS-only)."
SITE-015,Site,/api-reference,API reference doorway,"As a developer visitor, I land on the durable API reference doorway and jump to the interactive console.","Metadata 'API Reference - ProofShape'; 'Open API console' is an <a> to /scalar and 'Developer overview' links to /developers; a static <pre> lists the four endpoints (POST /api/v1/validate, POST /api/v1/validate/cost, GET /api/v1/cost-decisions, GET /api/v1/catalog) with Bearer auth note.",frontend/src/app/(site)/api-reference/page.tsx; frontend/src/app/scalar/route.ts,UI,TESTED-PASS,,,"Title 'API Reference - ProofShape'; 'Open API console' is <a href=""/scalar"">, 'Developer overview' -> /developers; static <pre> lists all four endpoints (POST /api/v1/validate, POST /api/v1/validate/cost, GET /api/v1/cost-decisions, GET /api/v1/catalog — GET rows use aligned double-space) plus Bearer auth note."
SITE-016,Site,/company,Company page + pilot anchor,"As a visitor, I read the mission, the four-week pilot program, why-now, and contact sections, arriving at #pilot from any 'Request a pilot' CTA.",Metadata 'Company — ProofShape'; section id='pilot' has scrollMarginTop so /company#pilot lands below the sticky nav; four WeekCell columns describe the pilot; contact section points to the form (no email address published); chrome via SiteShell.,frontend/src/app/(site)/company/page.tsx; frontend/src/app/(site)/company/company-view.tsx,UI,TESTED-PASS,,,Title 'Company — ProofShape'; section#pilot exists with computed scroll-margin-top 92px; navigating /company#pilot lands the section in view below the sticky nav; Week 1-4 pilot columns present; no email address published anywhere in body; SiteShell chrome present.
SITE-017,Site,/company#pilot,Pilot request form (real submission),"As a prospective customer, I submit the pilot request form (work email, company, what you make, deployment preference) and receive a durable receipt.","On mount the form GETs /api/pilot/request for a Turnstile site key (submit disabled until ready, and until the Turnstile token exists when a key is configured); submit POSTs JSON {requestId (UUID, reused for retry idempotency), email, company, what, deployment, turnstileToken, website honeypot} to /api/pilot/request, which validates and forwards to the backend /auth/pilot-request; success replaces the form with a 'Request received' status showing receipt 'CV-<id>'; failures show role=alert error text and reset Turnstile. Required-field validation on email/company/what; deployment select offers undecided/cloud/vpc/air-gapped.",frontend/src/app/(site)/company/pilot-form.tsx; frontend/src/app/api/pilot/request/route.ts,UI,TESTED-PASS,,,"GET /api/pilot/request returned {turnstileSiteKey:null} so submit enables without Turnstile. Empty submit blocked by required email/company/what (native validation, no fake receipt); bad email blocked by type=email; deployment select offers undecided/cloud/vpc/air-gapped. Real submit POSTed to /api/pilot/request -> 200 {status:received, receipt:998ed199-...}; form replaced by role=status 'Request received and recorded.' with durable receipt CV-998ed199-fc85-438b-bd38-91f3f56b0ac8. Backend intake IS configured and worked end-to-end."
SITE-018,Site,/security,Security document page,"As a security reviewer visitor, I read the deployment models (cloud, self-hosted, air-gapped) and data-handling claims.",Metadata 'Security — ProofShape'; no compliance badges; closing CTAs 'Talk to us' -> /company#pilot and 'Self-host it today' -> /developers; chrome via SiteShell.,frontend/src/app/(site)/security/page.tsx,UI,TESTED-PASS,,,"Title 'Security — ProofShape'; deployment models rendered; no compliance badges; 'Talk to us' -> /company#pilot, 'Self-host it today' -> /developers."
SITE-019,Site,/pilot-report,Pilot report artifact page,"As a visitor evaluating a pilot, I read what the closeout report contains (held-out accuracy, floor declaration, decision ledger, next actions).",Metadata 'Pilot Report - ProofShape'; four numbered cards render from a static list; single CTA 'Request a pilot' -> /company#pilot; chrome via SiteShell.,frontend/src/app/(site)/pilot-report/page.tsx,UI,TESTED-PASS,,,Title 'Pilot Report - ProofShape'; numbered artifact cards render; single CTA 'Request a pilot' -> /company#pilot; SiteShell chrome.
SITE-020,Site,/privacy,Privacy notice,"As a visitor, I read how CAD, account, pilot, and usage data are handled.",Metadata 'Privacy - ProofShape'; sections What we collect / How it is used / Retention and deletion; 'Talk to ProofShape' pill links to /company#pilot; also linked from the pilot form's fallback note.,frontend/src/app/(site)/privacy/page.tsx,UI,TESTED-PASS,,,Title 'Privacy - ProofShape'; 'What we collect' + usage/retention sections present; 'Talk to ProofShape' -> /company#pilot.
SITE-021,Site,/terms,Terms summary,"As a visitor, I read the public service terms (evidence-not-authority framing, accounts, uploads, pilot terms).","Metadata 'Terms - ProofShape'; static article, no links or CTAs beyond shared nav/footer; reachable from the footer legal row.",frontend/src/app/(site)/terms/page.tsx,UI,TESTED-PASS,,,"Title 'Terms - ProofShape'; static article, no CTAs beyond shared nav/footer; reachable from footer legal row (footer link verified in SITE-005)."
SITE-022,Site,/dpa,DPA summary,"As a procurement/security visitor, I read DPA availability, subprocessors, and security-review process.",Metadata 'Data Processing Addendum - ProofShape'; static article stating the DPA travels with the pilot and questionnaires go through pilot intake; no form or CTA links in body.,frontend/src/app/(site)/dpa/page.tsx,UI,TESTED-PASS,,,"Title 'Data Processing Addendum - ProofShape'; static article, no form/CTA links in body."
SITE-023,Site,/status,Honest status placeholder,"As a visitor, I check service status and see an explicit statement that no public feed exists yet rather than synthetic uptime.","Metadata 'Status - ProofShape'; three rows (Hosted app, API, Workers) each read 'No public metric feed yet'; no fake green indicators; linked from the footer legal row.",frontend/src/app/(site)/status/page.tsx,UI,TESTED-PASS,,,"Title 'Status - ProofShape'; exactly three rows (Hosted app, API, Workers), each reading 'No public metric feed yet'; no fake green indicators."
SITE-024,Site,404 (any unknown route),Not-found page,"As a visitor hitting a bad or private link, I see a branded 404 inside the site chrome and can return home.",not-found.tsx renders inside SiteShell with heading 'That record is not here.' and a 'Back to ProofShape' pill linking to /; nav and footer remain fully functional.,frontend/src/app/not-found.tsx,UI,TESTED-PASS,,,"GET /some-bogus-route-qa-xyz returned HTTP 404 with branded page inside SiteShell: heading 'That record is not here.', 'Back to ProofShape' pill href=/; nav and footer present and functional (clicked Method from the 404 and routed). Only console entry is the browser's default 'Failed to load resource: 404' for the bogus URL itself — expected."
SITE-025,Site,500 (root error boundary),Root error page,"As a visitor when a page crashes, I see a generic error screen with an error ID and can retry.","Root error boundary captures the exception to Sentry with the digest, shows 'Something went wrong', renders 'Error ID: <digest>' when present, and a 'Try again' button that calls the retry callback to re-render. Note: it uses product UI (Button, light tokens), not the site-theater chrome.",frontend/src/app/error.tsx; frontend/src/app/global-error.tsx,UI,TESTED-PASS,,,"Exercised by injecting a render-time crash (patched Number.prototype.toLocaleString to throw) on /: root error boundary rendered 'Something went wrong' with product-UI styling and a 'Try again' button; no Error ID line because a client-side error carries no digest (story says digest renders only 'when present'). After removing the fault, 'Try again' re-rendered the page back to the working home. Sentry capture not externally verifiable (no DSN observable) — noted, not a deviation."
SITE-026,Site,/robots.txt + /sitemap.xml + OG image,SEO/crawl metadata,"As a crawler (or SEO auditor), I fetch robots.txt and sitemap.xml and get the correct public-route inventory.","robots.txt allows the 18 public marketing routes and disallows app/auth routes (/analyze, /verify, /login, /signup, /settings, etc.), pointing at ${NEXT_PUBLIC_SITE_URL}/sitemap.xml; sitemap.xml lists the same 18 routes with priority 1.0 for home and 0.7 elsewhere; a root opengraph-image.tsx serves the social preview image and the (site) layout supplies the default title/description.",frontend/src/app/robots.ts; frontend/src/app/sitemap.ts; frontend/src/app/opengraph-image.tsx; frontend/src/app/(site)/layout.tsx,UI,TESTED-PASS,,,"robots.txt allows exactly the 18 public marketing routes, disallows app/auth routes (/analyze,/batch,/cost,/cost-decisions,/history,/label,/reconstruct,/settings,/verify,/login,/signup,/magic,/orgs) and points at http://localhost:3000/sitemap.xml (NEXT_PUBLIC_SITE_URL fallback); sitemap.xml lists the same 18 routes, priority 1.0 for home and 0.7 elsewhere; /opengraph-image serves 200 image/png (53,631 bytes); (site) layout default title verified on home tab."
VER-001,Verify,/verify,Auth + organization access gate,"As a signed-in user without an active organization, I want an explicit gate instead of empty data so that I know why org-scoped tools are unavailable.","Layout 404s if VERIFY_UI flag is off and verifySession() enforces login. With no active org the workspace renders OrganizationAccessGate (testid verify-organization-gate) in three honest states: access unavailable (retry link + admin note), memberships-but-none-active ('Choose an active organization'), or no memberships ('Open the invitation link… No organization data has been loaded or treated as empty'), all linking to /settings/organization.",/home/user/cadverify/frontend/src/app/(verify)/layout.tsx; /home/user/cadverify/frontend/src/app/(verify)/verify/page.tsx; /home/user/cadverify/frontend/src/components/verify/verify-app.tsx,UI,TESTED-PASS,,,"Unauthenticated /verify 307-redirects to /login?next=%2Fverify (verifySession enforced). No-membership state (real user, membership removed in DB): verify-organization-gate renders 'ORGANIZATION REQUIRED / You haven't joined an organization yet.' with invitation guidance, 'No organization data has been loaded or treated as empty.' and an Open organization settings link — screenshot VER-001-gate-nomember.png. 'Memberships-but-none-active' branch is unreachable with real data: backend resolve_org() always falls back to the oldest live membership when users.current_org_id is NULL (verified by nulling it in DB — workspace correctly loads with the resolved org), so that gate copy is defensive-only. 'Access unavailable' (organizationAccess=null) state not inducible without breaking the backend; copy verified in code only. VERIFY_UI-off 404 not toggled (would affect the shared dev server)."
VER-002,Verify,/verify,Guided first-run welcome dialog,"As a first-time user, I want a 60-second start-here guide so that I pick the fastest path to a first result.","Dialog opens when localStorage proofshape_welcome_v2 is unset or ?welcome=1 (the param is stripped from the URL after opening). Offers four actions: 'Check my CAD file' (opens file picker), 'Show me a real example' (guided sample), 'Create a simple part' (navigates to /designs), 'Set up my shop' (Machines screen). Closing records the storage key; private-browsing storage failure still lets the guide work this visit. 'Start here' button reopens it anytime.",/home/user/cadverify/frontend/src/components/verify/welcome-guide.tsx; /home/user/cadverify/frontend/src/components/verify/verify-app.tsx,UI,TESTED-PASS,,,"first-run open, Esc-close records key, no reopen after key, ?welcome=1 opens+strips param, shop/machines + file-picker actions, Start here reopens"
VER-003,Verify,/verify,Guided example run + result summary,"As a new user with no file, I want to run a built-in sample through the real engine so that I learn to read the answer before uploading my own CAD.","Runs a deterministic in-browser STL (sample-routing-bracket.stl, 50x40x6mm L-bracket) through the identical POST /validate + /validate/cost pipeline. A status bar (testid guided-example-status) shows running/ready/error ('No completed result was created. Retry the example…'). On success the GuidedResultSummary dialog presents headline, recommended route, first issue with measured/threshold evidence, measured geometry, resource cost (or its honest failure reason), and shop fit — 'Show full technical result' closes into the walk; leaving the screen or starting an own upload cancels the guided lifecycle.",/home/user/cadverify/frontend/src/components/verify/verify-app.tsx; /home/user/cadverify/frontend/src/lib/verify/sample-cad.ts; /home/user/cadverify/frontend/src/components/verify/guided-result-summary.tsx,UI+API,TESTED-PASS,,,"Success path verified end-to-end: sample runs the real POST /validate + /validate/cost, guided-example-status bar walks running->ready, GuidedResultSummary shows headline, recommended route, first issue, measured geometry (envelope/volume/faces/watertight), resource cost and shop fit; 'Show full technical result' closes into the walk. Leaving via rail navigation or 'Back to start' cancels the guided lifecycle. Minor observation: keyboard-hotkey navigation (H) bypasses nav()'s cancellation, so returning to Verify by hotkey still shows the ready-state bar; no summary dialog was observed popping over Home in the probe."
VER-004,Verify,/verify,CAD drop with unsupported-format rejection,"As an engineer, I want to drop STL/STEP/IGES and be told clearly when a format can't be verified so that no bogus analysis starts.","Accepted extensions: stl, step, stp, iges, igs (input accept + drop zones on Home and stage). An unsupported file (e.g. .sldprt) triggers a role=alert banner (testid verify-upload-rejection): 'SolidWorks files need a STEP export' (or generic guidance), states '<file> was not uploaded… No analysis was started and no record was created', offers 'Choose a STEP export' and dismiss; no network request is made for the rejected file.",/home/user/cadverify/frontend/src/lib/cad-file.ts; /home/user/cadverify/frontend/src/components/verify/verify-app.tsx; /home/user/cadverify/frontend/src/components/verify/home-screen.tsx,UI,TESTED-PASS,,,"sldprt gets SolidWorks-specific copy, txt gets generic copy, role=alert, no network call for rejected files, dismiss works, accept attr lists stl/step/stp/iges/igs"
VER-005,Verify,/verify,"Progressive pipeline: DFM first, cost sequential","As an engineer, I want the routing+DFM answer as soon as it lands so that I'm not blocked behind the slower should-cost call.","runVerification POSTs /validate first; when it returns, the FirstInsight card (testid verify-first-insight) shows best route, route-scoped DFM verdict, first issue, and MEASURED geometry chips while POST /validate/cost runs sequentially (never in parallel) with GET /machine-inventory and PUT /part-context/{mesh_hash} alongside. A monotonic run token guarantees a superseded run (new file/material/env mid-flight) never overwrites the newer result.",/home/user/cadverify/frontend/src/lib/verify/run.ts; /home/user/cadverify/frontend/src/components/verify/verify-screen.tsx; /home/user/cadverify/frontend/src/components/verify/verify-app.tsx,UI+API,TESTED-PASS,,,"Verified with /validate delayed 2.5s and /validate/cost delayed 9s (real engine, slowed): verify-first-insight renders 'ROUTING + DFM READY · COST CALCULATING' with best route (DLP Resin), first route issue (overhang threshold), MEASURED chips (bbox/volume/watertight) and 'DFM ISSUES · cost continues without rerunning DFM' while cost is in flight; cost POST starts only after /validate returns; GET /machine-inventory + PUT /part-context/{hash} run alongside. Run-token supersedence verified in VER-011 rapid material switch. (Earlier automated miss was a harness regex expecting DFM PASS/FAIL; actual verdict label was 'DFM ISSUES'.)"
VER-006,Verify,/verify,Pipeline overlay run states (computing/partial/interrupted/complete),"As a user, I want a five-milestone progress rail so that I always know what the engine actually computed versus withheld.","Overlay narrates received→measured→routed→gates walked→record assembled with per-stage states pending/done/blocked/withheld. Header verdict maps pipelineRunState: computing ('GATES CHECKING IN'), partial while running ('ROUTING + DFM READY · COST CONTINUES') or settled-partial ('PARTIAL RESULT · COST UNAVAILABLE'), interrupted ('INTERRUPTED · NO VERDICT PRODUCED'), complete ('COMPLETE — DETERMINISTIC'). A blocked gate stops the walk and downstream stages read 'not computed past the failed gate'; absent responses render as withheld, never as failures or passes. Dismissible ('Skip to the walk').",/home/user/cadverify/frontend/src/lib/verify/pipeline.ts; /home/user/cadverify/frontend/src/components/verify/pipeline-overlay.tsx,UI,TESTED-PASS,,,"Overlay ('VERIFYING · <file>', THE VERDICT · COMPUTING — GATES CHECKING IN) narrates all five milestones (received/measured/routed/gates walked/record assembled) with pending detail and 'no step is skipped, none is faked' footer, with a dismiss (Skip to the walk) control; appears only past the 260ms perceptible-wait threshold (suppressed for instant runs by design). Partial state 'ROUTING + DFM READY · COST CONTINUES' is transient: the overlay hands off to the inline FirstInsight card 220ms after validation lands (deliberate, per pipeline-overlay.tsx); settled/complete headers reach the screen only on non-progressive paths and otherwise surface as the completion toast. Interrupted state checked in VER-008 run. Blocked-gate stop renders in the walk (VER-007) with downstream steps not rendered. · overlay at geometry stop: ""(closed — handed off to walk by design)"";"
VER-007,Verify,/verify,Geometry-invalid gate stop,"As an engineer with a broken mesh, I want the walk to stop at the geometry gate so that no cost or verdict is fabricated from bad geometry.","A 400 with code GEOMETRY_INVALID from POST /validate/cost renders the fail banner 'Geometry invalid — the engine won't guess', a dashed 'THE WALK STOPS AT THE FAILED GATE' block quoting the backend message and any measured facts (faces/watertight/volume) from the refusal payload, plus 'Repair & re-upload'. Downstream steps (materials/physics/cost/decide) do not render.",/home/user/cadverify/frontend/src/lib/verify/run.ts; /home/user/cadverify/frontend/src/components/verify/verify-screen.tsx,UI+API,TESTED-PASS,,,400 GEOMETRY_INVALID from /validate/cost renders fail banner + walk-stops block quoting backend message with measured facts + Repair & re-upload; no downstream steps; overlay marks stages not computed
VER-008,Verify,/verify,Interrupted analysis + cost-only retry,"As a user hit by a transient cost-service outage, I want to retry only the failed costing so that my successful DFM result is preserved.","Nothing returned at all → 'ANALYSIS INTERRUPTED · NO VERDICT PRODUCED' banner with the exact error and 'Retry verification'. Validation ok but no cost → 'DFM <verdict> · RESOURCE COST INTERRUPTED / Routing and DFM are ready. Cost needs another try.' naming the costError and why machine fit is absent, with 'Retry cost only' (retryVerificationCost re-POSTs /validate/cost only, merging onto the preserved result) and 'Rerun full verification'.",/home/user/cadverify/frontend/src/components/verify/verify-screen.tsx; /home/user/cadverify/frontend/src/lib/verify/run.ts; /home/user/cadverify/frontend/src/components/verify/verify-app.tsx,UI+API,TESTED-PASS,,,Outages induced by client-side request interception (no server outage inducible safely). Total outage: 'ANALYSIS INTERRUPTED · NO VERDICT PRODUCED' with exact error + Retry verification. Cost-only outage: 'DFM ISSUES · RESOURCE COST INTERRUPTED / Routing and DFM are ready. Cost needs another try.' names the costError (Failed to fetch) and why machine fit is absent; 'Retry cost only' re-POSTed only /validate/cost (no extra /validate) and merged onto the preserved DFM into a completed walk; 'Rerun full verification' offered. (Automated check initially flagged missing DFM verdict due to a regex expecting PASS/FAIL; actual label is 'DFM ISSUES' — verified from screenshot.)
VER-009,Verify,/verify,Makeability verdict banner (lattice or honest not-evaluated),"As a shop owner, I want the verdict driven by the engine's makeability lattice so that DFM never masquerades as a machine-fit answer.","When the cost response carries a verification block, its verdict (makeable_in_house / makeable_with_secondary_op / makeable_not_on_owned / makeable_outsource_only / environment_excluded / not_makeable) drives the banner tone/copy plus should-cost line and best machine. Without the block, the banner branches on what actually ran: 'SHOULD-COST COMPUTED' states explicitly that makeability was 'not evaluated here because no machines and no service conditions are declared'; a DFM-blocked route shows 'Conditional should-cost… not makeable as modeled' with the primary blocker.",/home/user/cadverify/frontend/src/components/verify/verify-screen.tsx; /home/user/cadverify/frontend/src/lib/verify/verification.ts,UI+API,TESTED-PASS,,,no verification block: banner says SHOULD-COST COMPUTED and explicitly not-evaluated (no machines/env declared)
